"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-13","0.00","54",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-14","0.00","51","63","43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-15","0.00","53",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-16","0.00","59",,"36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-17","0.00","60","87","43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-18","0.00","53","77","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-19","0.00","53","63","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-20","0.00","54",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-21","0.00","55",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-22","0.00","59",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-23","0.00","62",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-24","0.00","58","83","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-25","0.00","59",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-26","0.00","59","76","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-27","0.00","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-28","0.00","59","75","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-29","0.00","60",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-09-30","0.00","53","74",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-01","0.46","53",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-02","0.00","52",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-03","0.00","60",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-04","0.00","56","81","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-05","0.71","53","65","43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-06","0.00","59",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-07","0.00","57","78","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-08","0.00","55",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-09","0.00","56",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-10","0.00","56","70","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-11","0.00","51","65","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-12","0.00","53",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-13","0.00","56",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-14","0.00","63",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-15","0.00","63","84","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-16","0.00","57","78",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-17","0.00","57",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-18","0.00","59","73","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-19","0.00","63",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-20","0.00","60","83",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-21","0.00","60",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-22","0.00","66","83","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-23","0.00","68","83","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-24","0.00","64","81","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-25","0.00","63",,"50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-26","0.00","61","79","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-27","0.00","62",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-28","0.00","56","78","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-29","0.00","54","68","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-30","0.00","56",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-10-31","0.00","57","75","42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-01","0.00","55","73",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-02","0.00","56",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-03","0.00","58",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-04","0.00","60","77","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-05","0.00","65",,"51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-06","0.00","65","82","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-07","0.00","64","76",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-08","0.00","67",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-09","0.00","68",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-10","0.00","70",,"52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-11","0.00","73","91",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-12","0.00","71","92","54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-13","0.00","64","86",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-14","0.00","67","84","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-15","0.00","62","83","54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-16","0.00","65",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-17","0.00","65","81","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-18","0.00","63","81","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-19","0.00","68",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-20","0.00","65","87","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-21","0.00","65",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-22","0.00","72",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-23","0.00","72","90","56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-24","0.00","63","87","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-25","0.00","67",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-26","0.00","72","89","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-27","0.00","67","85","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-28","0.00","62","85","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-29","0.00","62","77","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-11-30","0.00","68",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-01","0.00","67","84","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-02","0.00","61","80","52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-03","0.00","65",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-04","0.00","67",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-05","0.00","65","83",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-06","0.00","65",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-07","0.00","67",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-08","0.00","65","87","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-09","0.00","70",,"51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-10","0.00","75",,"57"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-11","0.00","66","95","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-12","0.00","63","81","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-13","0.00","67",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-14","0.00","72",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-15","0.00","78",,"59"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-16","0.00","70","96","56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-17","0.00","71",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-18","0.00","72","91","57"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-19","0.00","75",,"54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-20",,"74",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-21",,"74",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-22",,"73",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-23",,"73",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-24",,"73",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-25",,"74",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-26",,"71",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-27",,"74",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-28","0.00","76",,"58"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-29","0.00","76","92","56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-30","0.00","74","91",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2017-12-31","0.00","71","89","60"
